zone_id,zone_row,zone_col,t,ndvi,soil_moisture,air_temperature,humidity,leaf_wetness
0,0,0,0,0.6772419439287025,0.20942774574698897,28.22986655513229,46.02114917659896,0.1971810746164524
0,0,0,1,0.6936353375299285,0.25090903994345,29.10273530834776,45.708651441632966,0.21471864230271592
0,0,0,2,0.6760010617519193,0.23260974259766243,28.359025166046273,44.74203550375253,0.2543706849165647
0,0,0,3,0.7048979115615766,0.2582468843858966,27.882273882276824,47.3223895035507,0.2646932873459801
0,0,0,4,0.6696432619142055,0.23948294063932962,29.580358189675003,48.2855614977192,0.2901061967085516
0,0,0,5,0.7007087127960658,0.2488622761836488,28.668322171812747,44.07575807810175,0.2787491751315335
0,0,0,6,0.671498619722636,0.24995915519195863,29.81364157318466,42.44907664153634,0.28492904431247457
0,0,0,7,0.7069452749470057,0.27105279757877865,30.15229680111336,50.235180710243235,0.2949741065859279
0,0,0,8,0.6845284422790981,0.25365623647664653,30.060504253846325,44.60839566950233,0.292737587448963
0,0,0,9,0.7049537728437607,0.25704023849084984,30.499815673042466,48.807809773215524,0.24123989166119778
0,0,0,10,0.7002867950103397,0.23851118410209673,29.414574867333606,43.864397160766195,0.2314637408223473
0,0,0,11,0.6783063192208216,0.21782904271929857,29.907396576647244,48.88884866608746,0.18847292944752694
0,0,0,12,0.6959805228347816,0.23071499783139215,29.514840536483007,46.500061005347916,0.165490465028675
0,0,0,13,0.667827402397994,0.18519887090437565,28.589863309589102,44.981582443156405,0.15227135577593442
0,0,0,14,0.6851889372808558,0.19014283011695504,29.234294347345898,47.74488308684749,0.1022288909753029
0,0,0,15,0.6572139435067466,0.19665604439792048,29.21799677694635,47.15128508257777,0.08464160186019076
0,0,0,16,0.6774359436191668,0.17438397248755416,29.64458040618884,46.050752671424426,0.09482600209451493
0,0,0,17,0.6642610510316792,0.15779586387618633,28.207710386725193,45.5737356482669,0.04023348416488247
0,0,0,18,0.6447921385891537,0.1597610153329515,28.76257060052583,44.06737224275287,0.12177261993352419
0,0,0,19,0.6640468276204008,0.21458995714641438,28.403115318497562,43.72335728251736,0.13495063323022718
0,0,0,20,0.6537745478985969,0.19846753655324817,27.46501330755306,41.58306090061306,0.1695493673061226
0,0,0,21,0.66098241018928,0.21088866221477928,27.492831313530914,41.57478611878148,0.14547869078310077
0,0,0,22,0.6640714582859771,0.1538116816515437,26.42509639991288,40.985765790088834,0.17964322786044593
0,0,0,23,0.6475843213427733,0.1775363293477191,27.68497071696838,41.96646563522108,0.27770362637978463
0,0,0,24,0.6331742030432704,0.21047044498152984,26.4872886442054,40.72775093928058,0.22710660889834988
0,0,0,25,0.634886506524552,0.24307926004186728,26.873169017608163,40.441301959312945,0.2771112183033306
